n,a,e
932.0,0.0,0.0
933.0,0.0,0.0
934.0,0.045394993478064,0.1935935052550632
935.0,0.0,0.0
936.0,0.0,0.0
937.0,0.0,0.0
938.0,0.0,0.0
939.0,0.0,0.0
940.0,0.045394993478064,0.1935935052550632
941.0,0.045394993478064,0.1935935052550632
942.0,0.045394993478064,0.1935935052550632
943.0,0.045394993478064,0.1935935052550632
944.0,0.045394993478064,0.1935935052550632
945.0,0.0,0.0
946.0,0.0,0.0
947.0,0.0,0.0
948.0,0.0,0.0
949.0,0.0,0.0
950.0,0.0,0.0
951.0,0.0,0.0
952.0,0.0,0.0
953.0,0.004673179208383,0.051337639975929
954.0,0.0,0.0
955.0,0.0,0.0
956.0,0.0,0.0
957.0,0.0,0.0
958.0,0.0,0.0
959.0,0.0,0.0
960.0,0.0,0.0
961.0,-0.0927772275696562,0.1481555845585449
962.0,0.0,0.0
963.0,0.0,0.0
964.0,0.0,0.0
965.0,0.0,0.0
966.0,0.0,0.0
967.0,0.069110168869322,0.0262214501921121
968.0,0.0,0.0
969.0,0.0,0.0
970.0,0.1347307665649235,0.0384967218734501
971.0,0.1523329926123189,0.090991015346251
972.0,-0.0228216471882703,0.0982636366676015
973.0,0.0,0.0
974.0,0.0125911043693335,0.0592093684664512
975.0,0.1511679467862091,0.0995801114534988
976.0,0.0195827795526922,0.1808235752322642
977.0,0.0,0.0
978.0,0.0,0.0
979.0,0.0,0.0
980.0,0.0,0.0
981.0,0.0,0.0
982.0,0.0928291512511996,0.0890159443979081
983.0,0.0,0.0
984.0,0.0,0.0
985.0,0.0,0.0
986.0,0.0,0.0
987.0,0.0,0.0
988.0,0.1721595774305215,0.0889139797518995
989.0,0.1721595774305215,0.0889139797518995
990.0,0.1523329926123189,0.090991015346251
991.0,0.1721595774305215,0.0889139797518995
992.0,0.0,0.0
993.0,-0.0051119034084024,0.0920628107600303
994.0,0.0,0.0
995.0,0.0,0.0
996.0,0.0,0.0
997.0,0.0,0.0
998.0,0.1721595774305215,0.0889139797518995
999.0,0.0,0.0
1000.0,0.0,0.0
1001.0,0.069110168869322,0.0262214501921121
1002.0,0.0,0.0
1003.0,0.0,0.0
1004.0,0.1523329926123189,0.090991015346251
1005.0,0.0,0.0
1006.0,0.0,0.0
1007.0,0.0,0.0
1008.0,0.0,0.0
1009.0,0.1511679467862091,0.0995801114534988
1010.0,0.1347307665649235,0.0384967218734501
1011.0,0.0928291512511996,0.0890159443979081
1012.0,0.0125911043693335,0.0592093684664512
1013.0,0.0,0.0
1014.0,0.0195827795526922,0.1808235752322642
1015.0,0.0,0.0
1016.0,0.069110168869322,0.0262214501921121
1017.0,0.1511679467862091,0.0995801114534988
1018.0,0.0,0.0
1019.0,-0.0051119034084024,0.0920628107600303
1020.0,0.0,0.0
1021.0,0.1523329926123189,0.090991015346251
1022.0,0.0195827795526922,0.1808235752322642
1023.0,0.0125911043693335,0.0592093684664512
1024.0,0.1511679467862091,0.0995801114534988
1025.0,0.0,0.0
1026.0,0.0,0.0
1027.0,0.0,0.0
1028.0,0.1523329926123189,0.090991015346251
1029.0,0.1523329926123189,0.090991015346251
1030.0,0.1511679467862091,0.0995801114534988
1031.0,0.0,0.0
1032.0,0.0,0.0
1033.0,0.0125911043693335,0.0592093684664512
1034.0,0.0,0.0
1035.0,0.0195827795526922,0.1808235752322642
1036.0,0.0195827795526922,0.1808235752322642
1037.0,0.0195827795526922,0.1808235752322642
1038.0,0.0,0.0
1039.0,0.0,0.0
1040.0,0.0,0.0
1041.0,0.0,0.0
1042.0,0.0,0.0
1043.0,0.0,0.0
1044.0,0.0125911043693335,0.0592093684664512
1045.0,0.0,0.0
1046.0,0.0125911043693335,0.0592093684664512
1047.0,0.0,0.0
1048.0,0.0,0.0
1049.0,0.0,0.0
1050.0,-0.0785776420833917,0.1084658363873892
1051.0,0.0,0.0
1052.0,0.0,0.0
1053.0,0.0,0.0
1054.0,-0.0228216471882703,0.0982636366676015
1055.0,0.0,0.0
1056.0,-0.0228216471882703,0.0982636366676015
1057.0,0.0,0.0
1058.0,-0.0228216471882703,0.0982636366676015
1059.0,0.0,0.0
1060.0,0.0195827795526922,0.1808235752322642
1061.0,0.0,0.0
1062.0,0.0195827795526922,0.1808235752322642
1063.0,0.1511679467862091,0.0995801114534988
1064.0,0.1511679467862091,0.0995801114534988
1065.0,0.1511679467862091,0.0995801114534988
1066.0,0.0,0.0
1067.0,0.0803876086451336,-0.0230516110105859
1068.0,0.1511679467862091,0.0995801114534988
1069.0,0.069110168869322,0.0262214501921121
1070.0,0.0,0.0
1071.0,0.0,0.0
1072.0,0.0,0.0
1073.0,0.069110168869322,0.0262214501921121
1074.0,0.069110168869322,0.0262214501921121
1075.0,0.0,0.0
1076.0,0.0,0.0
1077.0,0.0,0.0
1078.0,0.0,0.0
1079.0,0.0,0.0
1080.0,0.0,0.0
1081.0,0.0,0.0
1082.0,0.0,0.0
1083.0,0.0,0.0
1084.0,0.0125911043693335,0.0592093684664512
1085.0,0.0,0.0
1086.0,0.0,0.0
1087.0,0.0,0.0
1088.0,0.0,0.0
1089.0,0.0,0.0
1090.0,0.0,0.0
1091.0,0.1523329926123189,0.090991015346251
1092.0,0.1523329926123189,0.090991015346251
1093.0,0.1523329926123189,0.090991015346251
1094.0,0.1523329926123189,0.090991015346251
1095.0,0.1523329926123189,0.090991015346251
1096.0,0.1523329926123189,0.090991015346251
1097.0,0.0,0.0
1098.0,0.0,0.0
1099.0,0.0,0.0
1100.0,0.1511679467862091,0.0995801114534988
1101.0,0.0195827795526922,0.1808235752322642
1102.0,0.0195827795526922,0.1808235752322642
1103.0,0.0195827795526922,0.1808235752322642
1104.0,0.0195827795526922,0.1808235752322642
1105.0,0.0,0.0
1106.0,0.0195827795526922,0.1808235752322642
1107.0,0.0,0.0
1108.0,0.0,0.0
1109.0,0.0,0.0
1110.0,0.1347307665649235,0.0384967218734501
1111.0,0.1347307665649235,0.0384967218734501
1112.0,0.0,0.0
1113.0,0.1347307665649235,0.0384967218734501
1114.0,0.1347307665649235,0.0384967218734501
1115.0,0.1347307665649235,0.0384967218734501
1116.0,0.1347307665649235,0.0384967218734501
1117.0,0.0,0.0
1118.0,0.1347307665649235,0.0384967218734501
1119.0,0.0,0.0
1120.0,0.0,0.0
1121.0,0.0,0.0
1122.0,0.0,0.0
1123.0,0.0,0.0
1124.0,0.0,0.0
1125.0,0.1721595774305215,0.0889139797518995
1126.0,0.1721595774305215,0.0889139797518995
1127.0,0.069110168869322,0.0262214501921121
1128.0,0.1721595774305215,0.0889139797518995
1129.0,0.069110168869322,0.0262214501921121
1130.0,0.0,0.0
1131.0,0.0,0.0
1132.0,0.0,0.0
1133.0,0.0,0.0
1134.0,0.0,0.0
1135.0,0.0,0.0
1136.0,0.0,0.0
1137.0,0.1523329926123189,0.090991015346251
1138.0,0.1523329926123189,0.090991015346251
1139.0,0.1523329926123189,0.090991015346251
1140.0,0.1347307665649235,0.0384967218734501
1141.0,0.1347307665649235,0.0384967218734501
1142.0,0.1347307665649235,0.0384967218734501
1143.0,0.0,0.0
1144.0,0.1347307665649235,0.0384967218734501
1145.0,0.1523329926123189,0.090991015346251
1146.0,0.1523329926123189,0.090991015346251
1147.0,0.1511679467862091,0.0995801114534988
1148.0,0.1523329926123189,0.090991015346251
1149.0,0.1523329926123189,0.090991015346251
1150.0,0.0,0.0
1151.0,0.0,0.0
1152.0,-0.0051119034084024,0.0920628107600303
1153.0,0.0,0.0
1154.0,-0.0051119034084024,0.0920628107600303
1155.0,0.0,0.0
1156.0,0.0,0.0
1157.0,0.0,0.0
1158.0,0.0,0.0
1159.0,0.0,0.0
1160.0,0.0,0.0
1161.0,0.0125911043693335,0.0592093684664512
1162.0,0.0125911043693335,0.0592093684664512
1163.0,0.0,0.0
1164.0,0.0,0.0
1165.0,0.0,0.0
1166.0,0.1511679467862091,0.0995801114534988
1167.0,0.1511679467862091,0.0995801114534988
1168.0,0.1511679467862091,0.0995801114534988
1169.0,0.1511679467862091,0.0995801114534988
1170.0,0.1511679467862091,0.0995801114534988
1171.0,0.0195827795526922,0.1808235752322642
1172.0,0.0195827795526922,0.1808235752322642
1173.0,0.0195827795526922,0.1808235752322642
1174.0,0.0,0.0
1175.0,0.0,0.0
1176.0,0.0,0.0
1177.0,0.0,0.0
1178.0,-0.0051119034084024,0.0920628107600303
1179.0,0.0,0.0
1180.0,0.0,0.0
1181.0,0.0,0.0
1182.0,0.0,0.0
1183.0,0.0,0.0
1184.0,0.0,0.0
1185.0,0.0,0.0
1186.0,0.0,0.0
1187.0,0.0928291512511996,0.0890159443979081
1188.0,-0.0051119034084024,0.0920628107600303
1189.0,0.0928291512511996,0.0890159443979081
1190.0,0.0,0.0
1191.0,0.0,0.0
1192.0,0.0,0.0
1193.0,0.0,0.0
1194.0,0.0,0.0
1195.0,0.0928291512511996,0.0890159443979081
1196.0,0.0,0.0
1197.0,0.0928291512511996,0.0890159443979081
1198.0,0.0928291512511996,0.0890159443979081
1199.0,0.0,0.0
1200.0,0.0,0.0
1201.0,-0.0051119034084024,0.0920628107600303
1202.0,0.0,0.0
1203.0,0.0,0.0
1204.0,0.0,0.0
1205.0,0.0,0.0
1206.0,0.0,0.0
1207.0,0.0,0.0
1208.0,0.0,0.0
1209.0,0.0,0.0
1210.0,0.1721595774305215,0.0889139797518995
1211.0,0.1721595774305215,0.0889139797518995
1212.0,0.1721595774305215,0.0889139797518995
1213.0,0.0928291512511996,0.0890159443979081
1214.0,0.0,0.0
1215.0,0.0,0.0
1216.0,0.0,0.0
1217.0,0.0,0.0
1218.0,0.1523329926123189,0.090991015346251
1219.0,0.0,0.0
1220.0,0.0,0.0
1221.0,0.0,0.0
1222.0,0.0,0.0
1223.0,0.0,0.0
1224.0,0.1721595774305215,0.0889139797518995
1225.0,0.1721595774305215,0.0889139797518995
1226.0,0.1523329926123189,0.090991015346251
1227.0,0.1511679467862091,0.0995801114534988
1228.0,0.1511679467862091,0.0995801114534988
1229.0,0.1721595774305215,0.0889139797518995
1230.0,0.1721595774305215,0.0889139797518995
1231.0,0.0928291512511996,0.0890159443979081
1232.0,0.0,0.0
1233.0,0.1523329926123189,0.090991015346251
1234.0,0.1523329926123189,0.090991015346251
1235.0,0.1523329926123189,0.090991015346251
1236.0,0.1523329926123189,0.090991015346251
1237.0,0.1523329926123189,0.090991015346251
1238.0,0.1721595774305215,0.0889139797518995
1239.0,0.1511679467862091,0.0995801114534988
1240.0,-0.0051119034084024,0.0920628107600303
1241.0,-0.0051119034084024,0.0920628107600303
1242.0,0.0,0.0
1243.0,0.0,0.0
1244.0,0.0,0.0
1245.0,0.0,0.0
1246.0,0.0,0.0
1247.0,0.0,0.0
1248.0,0.0,0.0
1249.0,0.0,0.0
1250.0,0.0,0.0
1251.0,0.0,0.0
1252.0,0.0,0.0
1253.0,0.0,0.0
1254.0,0.0,0.0
1255.0,0.0,0.0
1256.0,0.0,0.0
1257.0,0.0,0.0
1258.0,0.1511679467862091,0.0995801114534988
1259.0,0.0,0.0
1260.0,0.0,0.0
1261.0,-0.0582973890390193,0.0339154500985567
1262.0,0.0,0.0
1263.0,0.0054741002544466,0.0428638447517202
1264.0,0.0132708267948769,-0.0374955837805398
1265.0,0.0,0.0
1266.0,0.0,0.0
1267.0,0.146951361901649,-0.1392786497939798
1268.0,0.0,0.0
1269.0,0.0,0.0
1270.0,0.0,0.0
1271.0,0.1721595774305215,0.0889139797518995
1272.0,0.0,0.0
1273.0,0.1673792722713102,0.0141420945538075
1274.0,0.0470245247529455,-0.0015359226255186
1275.0,0.0,0.0
1276.0,0.0132708267948769,-0.0374955837805398
1277.0,0.0470245247529455,-0.0015359226255186
1278.0,0.1269328299648133,0.0717286594845895
1279.0,0.125631382975349,-0.1015768415066162
1280.0,-0.0224079155880868,0.0506345777419681
1281.0,0.0,0.0
1282.0,0.0803876086451336,-0.0230516110105859
1283.0,-0.0927772275696562,0.1481555845585449
1284.0,-0.0927772275696562,0.1481555845585449
1285.0,0.0,0.0
1286.0,0.004673179208383,0.051337639975929
1287.0,0.0658518299792686,0.0711139855056902
1288.0,0.0,0.0
1289.0,0.0470245247529455,-0.0015359226255186
1290.0,0.1333305250532526,0.1873985206596089
1291.0,0.0397610677453002,0.0054582848902693
1292.0,0.0470245247529455,-0.0015359226255186
1293.0,0.0,0.0
1294.0,0.0,0.0
1295.0,0.0,0.0
1296.0,0.1333305250532526,0.1873985206596089
1297.0,0.0746518928707361,-0.0159552547962693
1298.0,0.0658518299792686,0.0711139855056902
1299.0,0.0,0.0
1300.0,0.0,0.0
1301.0,0.0,0.0
1302.0,0.0054741002544466,0.0428638447517202
1303.0,0.0803876086451336,-0.0230516110105859
1304.0,0.0132708267948769,-0.0374955837805398
1305.0,-0.2918068361841449,-0.0214463531138161
1306.0,0.0,0.0
1307.0,-0.0224079155880868,0.0506345777419681
1308.0,0.146951361901649,-0.1392786497939798
1309.0,0.0,0.0
1310.0,0.0,0.0
1311.0,-0.0927772275696562,0.1481555845585449
1312.0,0.0,0.0
1313.0,0.0,0.0
1314.0,0.0658518299792686,0.0711139855056902
1315.0,0.0,0.0
1316.0,0.1511679467862091,0.0995801114534988
1317.0,0.0486881346709383,0.1067991743312975
1318.0,0.0397610677453002,0.0054582848902693
1319.0,0.004673179208383,0.051337639975929
1320.0,0.1243493707444456,0.0423811440849975
1321.0,0.0,0.0
1322.0,0.0,0.0
1323.0,-0.0464240707920145,0.0544454741686317
1324.0,0.1673792722713102,0.0141420945538075
1325.0,0.1299251631529691,0.1109496605614962
1326.0,0.1269328299648133,0.0717286594845895
1327.0,0.1673792722713102,0.0141420945538075
1328.0,0.0,0.0
1329.0,0.0,0.0
1330.0,0.0,0.0
1331.0,0.0,0.0
1332.0,0.0397610677453002,0.0054582848902693
1333.0,0.0132708267948769,-0.0374955837805398
1334.0,0.0397610677453002,0.0054582848902693
1335.0,0.0397610677453002,0.0054582848902693
1336.0,0.0397610677453002,0.0054582848902693
1337.0,0.0,0.0
1338.0,0.0928291512511996,0.0890159443979081
1339.0,0.0054741002544466,0.0428638447517202
1340.0,0.0054741002544466,0.0428638447517202
1341.0,0.0928291512511996,0.0890159443979081
1342.0,0.0054741002544466,0.0428638447517202
1343.0,0.0,0.0
1344.0,0.0434923508003822,-0.0111297082913495
1345.0,0.0434923508003822,-0.0111297082913495
1346.0,0.0,0.0
1347.0,0.0434923508003822,-0.0111297082913495
1348.0,0.0353102800583573,0.0451807109251106
1349.0,0.0486881346709383,0.1067991743312975
1350.0,0.0,0.0
1351.0,0.0,0.0
1352.0,0.0,0.0
1353.0,0.0195827795526922,0.1808235752322642
1354.0,0.0132708267948769,-0.0374955837805398
1355.0,0.0132708267948769,-0.0374955837805398
1356.0,0.0397610677453002,0.0054582848902693
1357.0,0.0132708267948769,-0.0374955837805398
1358.0,0.0,0.0
1359.0,0.0,0.0
1360.0,0.0,0.0
1361.0,0.1721595774305215,0.0889139797518995
1362.0,-0.0582973890390193,0.0339154500985567
1363.0,0.1511679467862091,0.0995801114534988
1364.0,0.1511679467862091,0.0995801114534988
1365.0,0.1721595774305215,0.0889139797518995
1366.0,0.1721595774305215,0.0889139797518995
1367.0,0.0,0.0
1368.0,0.0132708267948769,-0.0374955837805398
1369.0,0.0132708267948769,-0.0374955837805398
1370.0,0.0132708267948769,-0.0374955837805398
1371.0,0.0132708267948769,-0.0374955837805398
1372.0,0.0132708267948769,-0.0374955837805398
1373.0,0.1511679467862091,0.0995801114534988
1374.0,-0.0582973890390193,0.0339154500985567
1375.0,0.0,0.0
1376.0,0.0,0.0
1377.0,0.0132708267948769,-0.0374955837805398
1378.0,0.0132708267948769,-0.0374955837805398
1379.0,0.0132708267948769,-0.0374955837805398
1380.0,0.0132708267948769,-0.0374955837805398
1381.0,0.0,0.0
1382.0,0.0397610677453002,0.0054582848902693
1383.0,0.1333305250532526,0.1873985206596089
1384.0,0.1523329926123189,0.090991015346251
1385.0,0.1333305250532526,0.1873985206596089
1386.0,0.1721595774305215,0.0889139797518995
1387.0,0.1333305250532526,0.1873985206596089
1388.0,0.1333305250532526,0.1873985206596089
1389.0,-0.1198068375123132,0.0380788207873411
1390.0,0.0,0.0
1391.0,0.0,0.0
1392.0,0.0195827795526922,0.1808235752322642
1393.0,0.0434923508003822,-0.0111297082913495
1394.0,0.0397610677453002,0.0054582848902693
1395.0,0.0,0.0
1396.0,0.0,0.0
1397.0,0.0,0.0
1398.0,0.0,0.0
1399.0,0.0,0.0
1400.0,0.125631382975349,-0.1015768415066162
1401.0,0.1333305250532526,0.1873985206596089
1402.0,0.1333305250532526,0.1873985206596089
1403.0,0.1511679467862091,0.0995801114534988
1404.0,0.1511679467862091,0.0995801114534988
1405.0,0.0192469020664397,-0.0031298750489042
1406.0,0.0,0.0
1407.0,0.0,0.0
1408.0,0.0,0.0
1409.0,0.0,0.0
1410.0,0.0,0.0
1411.0,0.0,0.0
1412.0,0.146951361901649,-0.1392786497939798
1413.0,0.0,0.0
1414.0,0.0,0.0
1415.0,0.0397610677453002,0.0054582848902693
1416.0,0.0,0.0
1417.0,0.0397610677453002,0.0054582848902693
1418.0,0.0054741002544466,0.0428638447517202
1419.0,0.0702463155739645,0.0669109657018853
1420.0,0.0054741002544466,0.0428638447517202
1421.0,0.0132708267948769,-0.0374955837805398
1422.0,-0.0051119034084024,0.0920628107600303
1423.0,0.0,0.0
1424.0,0.0,0.0
1425.0,0.1721595774305215,0.0889139797518995
1426.0,0.0746518928707361,-0.0159552547962693
1427.0,0.1721595774305215,0.0889139797518995
1428.0,0.0658518299792686,0.0711139855056902
1429.0,0.0397610677453002,0.0054582848902693
1430.0,0.0397610677453002,0.0054582848902693
1431.0,0.0486881346709383,0.1067991743312975
1432.0,0.0397610677453002,0.0054582848902693
1433.0,0.1523329926123189,0.090991015346251
1434.0,0.0,0.0
1435.0,0.0,0.0
1436.0,0.0514629402313413,0.0207290830758345
1437.0,0.0,0.0
1438.0,0.0,0.0
1439.0,0.0,0.0
1440.0,0.0,0.0
1441.0,0.1333305250532526,0.1873985206596089
1442.0,0.1721595774305215,0.0889139797518995
1443.0,0.0,0.0
1444.0,0.0,0.0
1445.0,0.0,0.0
1446.0,0.0132708267948769,-0.0374955837805398
1447.0,0.0397610677453002,0.0054582848902693
1448.0,0.0132708267948769,-0.0374955837805398
1449.0,0.0132708267948769,-0.0374955837805398
1450.0,0.0,0.0
1451.0,0.0,0.0
1452.0,0.0,0.0
1453.0,0.0,0.0
1454.0,0.0,0.0
1455.0,0.0,0.0
1456.0,0.0,0.0
1457.0,0.1721595774305215,0.0889139797518995
1458.0,0.0514629402313413,0.0207290830758345
1459.0,-0.0224079155880868,0.0506345777419681
1460.0,0.0514629402313413,0.0207290830758345
1461.0,0.0397610677453002,0.0054582848902693
1462.0,0.0397610677453002,0.0054582848902693
1463.0,0.0397610677453002,0.0054582848902693
1464.0,0.0397610677453002,0.0054582848902693
1465.0,0.0054741002544466,0.0428638447517202
1466.0,0.0,0.0
1467.0,0.0702463155739645,0.0669109657018853
1468.0,0.0702463155739645,0.0669109657018853
1469.0,0.0054741002544466,0.0428638447517202
1470.0,0.0,0.0
1471.0,0.0,0.0
1472.0,0.0,0.0
1473.0,-0.0464240707920145,0.0544454741686317
1474.0,0.0,0.0
1475.0,0.0,0.0
1476.0,0.0,0.0
1477.0,0.0,0.0
1478.0,0.0,0.0
1479.0,0.0192469020664397,-0.0031298750489042
1480.0,0.0192469020664397,-0.0031298750489042
1481.0,0.0192469020664397,-0.0031298750489042
1482.0,0.0,0.0
1483.0,0.0132708267948769,-0.0374955837805398
1484.0,0.0132708267948769,-0.0374955837805398
1485.0,0.0132708267948769,-0.0374955837805398
1486.0,0.0132708267948769,-0.0374955837805398
1487.0,0.0,0.0
1488.0,0.0,0.0
1489.0,0.0,0.0
1490.0,0.0,0.0
1491.0,0.0,0.0
1492.0,0.0,0.0
1493.0,0.0195827795526922,0.1808235752322642
1494.0,0.0195827795526922,0.1808235752322642
1495.0,0.0132708267948769,-0.0374955837805398
1496.0,0.0195827795526922,0.1808235752322642
1497.0,0.0,0.0
1498.0,0.0,0.0
1499.0,0.1673792722713102,0.0141420945538075
1500.0,0.0470245247529455,-0.0015359226255186
1501.0,0.0470245247529455,-0.0015359226255186
1502.0,0.1673792722713102,0.0141420945538075
1503.0,0.0,0.0
1504.0,0.1673792722713102,0.0141420945538075
1505.0,0.0,0.0
1506.0,0.0,0.0
1507.0,0.0,0.0
1508.0,0.0,0.0
1509.0,0.0,0.0
1510.0,0.0132708267948769,-0.0374955837805398
1511.0,0.0132708267948769,-0.0374955837805398
1512.0,0.0397610677453002,0.0054582848902693
1513.0,0.0434923508003822,-0.0111297082913495
1514.0,0.0,0.0
1515.0,0.0,0.0
1516.0,0.0514629402313413,0.0207290830758345
1517.0,-0.0224079155880868,0.0506345777419681
1518.0,0.0,0.0
1519.0,0.0,0.0
1520.0,0.0353102800583573,0.0451807109251106
1521.0,0.0434923508003822,-0.0111297082913495
1522.0,0.0486881346709383,0.1067991743312975
1523.0,0.0397610677453002,0.0054582848902693
1524.0,0.0397610677453002,0.0054582848902693
1525.0,0.0397610677453002,0.0054582848902693
1526.0,0.0132708267948769,-0.0374955837805398
1527.0,-0.2918068361841449,-0.0214463531138161
1528.0,-0.2918068361841449,-0.0214463531138161
1529.0,-0.2918068361841449,-0.0214463531138161
1530.0,-0.2918068361841449,-0.0214463531138161
1531.0,-0.2918068361841449,-0.0214463531138161
1532.0,-0.2918068361841449,-0.0214463531138161
1533.0,-0.0582973890390193,0.0339154500985567
1534.0,-0.0582973890390193,0.0339154500985567
1535.0,0.0,0.0
1536.0,0.0,0.0
1537.0,0.0,0.0
1538.0,0.0357059928302607,0.1118553353666316
1539.0,0.0357059928302607,0.1118553353666316
1540.0,0.0357059928302607,0.1118553353666316
1541.0,0.0160680741266618,-0.046269773293243
1542.0,0.0,0.0
1543.0,0.1756474116501477,-0.0805807856026351
1544.0,0.0,0.0
1545.0,0.1756474116501477,-0.0805807856026351
1546.0,0.0,0.0
1547.0,-0.0224079155880868,0.0506345777419681
1548.0,0.0,0.0
1549.0,0.0,0.0
1550.0,0.0,0.0
1551.0,0.0,0.0
1552.0,-0.1198068375123132,0.0380788207873411
1553.0,-0.0051119034084024,0.0920628107600303
1554.0,0.0132708267948769,-0.0374955837805398
1555.0,0.0132708267948769,-0.0374955837805398
1556.0,0.0195827795526922,0.1808235752322642
1557.0,0.0,0.0
1558.0,0.0,0.0
1559.0,0.0,0.0
1560.0,0.0,0.0
1561.0,0.0,0.0
1562.0,-0.0582973890390193,0.0339154500985567
1563.0,0.0,0.0
1564.0,0.1333305250532526,0.1873985206596089
1565.0,0.1333305250532526,0.1873985206596089
1566.0,0.0,0.0
1567.0,-0.0464240707920145,0.0544454741686317
1568.0,-0.0464240707920145,0.0544454741686317
1569.0,0.0,0.0
1570.0,0.0,0.0
1571.0,0.0,0.0
1572.0,0.0132708267948769,-0.0374955837805398
1573.0,0.0132708267948769,-0.0374955837805398
1574.0,0.0,0.0
1575.0,-0.0464240707920145,0.0544454741686317
1576.0,0.0,0.0
1577.0,0.0054741002544466,0.0428638447517202
1578.0,-0.0051119034084024,0.0920628107600303
1579.0,0.0054741002544466,0.0428638447517202
1580.0,-0.0051119034084024,0.0920628107600303
1581.0,0.0470245247529455,-0.0015359226255186
1582.0,0.0470245247529455,-0.0015359226255186
1583.0,0.146951361901649,-0.1392786497939798
1584.0,0.0,0.0
1585.0,0.0397610677453002,0.0054582848902693
1586.0,0.0,0.0
1587.0,0.0928291512511996,0.0890159443979081
1588.0,0.0702463155739645,0.0669109657018853
1589.0,0.0,0.0
1590.0,0.1243493707444456,0.0423811440849975
1591.0,0.0658518299792686,0.0711139855056902
1592.0,0.1333305250532526,0.1873985206596089
1593.0,0.0,0.0
1594.0,0.0,0.0
1595.0,0.1333305250532526,0.1873985206596089
1596.0,0.1333305250532526,0.1873985206596089
1597.0,0.0,0.0
1598.0,0.0470245247529455,-0.0015359226255186
1599.0,0.045394993478064,0.1935935052550632
1600.0,0.045394993478064,0.1935935052550632
1601.0,0.045394993478064,0.1935935052550632
1602.0,0.045394993478064,0.1935935052550632
1603.0,0.045394993478064,0.1935935052550632
1604.0,0.0,0.0
1605.0,0.0054741002544466,0.0428638447517202
1606.0,0.0,0.0
1607.0,0.0160680741266618,-0.046269773293243
1608.0,0.1756474116501477,-0.0805807856026351
1609.0,0.0,0.0
1610.0,0.0,0.0
1611.0,0.0,0.0
1612.0,0.0,0.0
1613.0,-0.0927772275696562,0.1481555845585449
1614.0,0.0514629402313413,0.0207290830758345
1615.0,0.1333305250532526,0.1873985206596089
1616.0,0.1333305250532526,0.1873985206596089
1617.0,0.0397610677453002,0.0054582848902693
1618.0,0.0192469020664397,-0.0031298750489042
1619.0,0.0192469020664397,-0.0031298750489042
1620.0,0.0,0.0
1621.0,0.0397610677453002,0.0054582848902693
1622.0,0.1756474116501477,-0.0805807856026351
1623.0,0.1511679467862091,0.0995801114534988
1624.0,-0.0464240707920145,0.0544454741686317
1625.0,0.0,0.0
1626.0,-0.0464240707920145,0.0544454741686317
1627.0,0.0,0.0
1628.0,0.0,0.0
1629.0,0.0020955933040493,0.0361481620825563
1630.0,0.0,0.0
1631.0,0.0,0.0
1632.0,0.0117582523517712,0.0241739211800149
1633.0,0.0020955933040493,0.0361481620825563
1634.0,0.045394993478064,0.1935935052550632
1635.0,0.045394993478064,0.1935935052550632
1636.0,0.0,0.0
1637.0,0.1333305250532526,0.1873985206596089
1638.0,0.0,0.0
1639.0,0.0,0.0
1640.0,0.0,0.0
1641.0,-0.0464240707920145,0.0544454741686317
1642.0,0.0,0.0
1643.0,0.1347307665649235,0.0384967218734501
1644.0,0.0,0.0
1645.0,0.0,0.0
1646.0,0.0,0.0
1647.0,0.1721595774305215,0.0889139797518995
1648.0,0.1721595774305215,0.0889139797518995
1649.0,0.004673179208383,0.051337639975929
1650.0,0.004673179208383,0.051337639975929
1651.0,0.004673179208383,0.051337639975929
1652.0,0.004673179208383,0.051337639975929
1653.0,0.004673179208383,0.051337639975929
1654.0,0.0,0.0
1655.0,0.1243493707444456,0.0423811440849975
1656.0,0.0,0.0
1657.0,0.0020955933040493,0.0361481620825563
1658.0,0.0,0.0
1659.0,0.0,0.0
1660.0,0.0,0.0
1661.0,0.0,0.0
1662.0,0.0,0.0
1663.0,0.045394993478064,0.1935935052550632
1664.0,0.0,0.0
1665.0,0.0397610677453002,0.0054582848902693
1666.0,0.0,0.0
1667.0,0.0,0.0
1668.0,0.0054741002544466,0.0428638447517202
1669.0,0.1333305250532526,0.1873985206596089
1670.0,0.0,0.0
1671.0,0.0,0.0
1672.0,0.146951361901649,-0.1392786497939798
1673.0,0.0,0.0
1674.0,0.0,0.0
1675.0,0.0,0.0
1676.0,0.0,0.0
1677.0,0.0357059928302607,0.1118553353666316
1678.0,0.0,0.0
1679.0,0.0357059928302607,0.1118553353666316
1680.0,0.0,0.0
1681.0,0.0,0.0
1682.0,-0.0927772275696562,0.1481555845585449
1683.0,0.0,0.0
1684.0,0.0514629402313413,0.0207290830758345
1685.0,0.0,0.0
1686.0,0.0514629402313413,0.0207290830758345
1687.0,0.0514629402313413,0.0207290830758345
1688.0,0.0514629402313413,0.0207290830758345
1689.0,0.0192469020664397,-0.0031298750489042
1690.0,0.0192469020664397,-0.0031298750489042
1691.0,-0.0051119034084024,0.0920628107600303
1692.0,0.0,0.0
1693.0,0.0,0.0
1694.0,0.0,0.0
1695.0,0.0,0.0
1696.0,0.0,0.0
1697.0,0.0,0.0
1698.0,0.0,0.0
1699.0,0.0430251897711934,0.0299538744985756
1700.0,0.0470245247529455,-0.0015359226255186
1701.0,0.0,0.0
